Jahr,Rubrik,Energietraeger,TJ
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Uebrige erneuerbare Energien"",-490"
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Wasserkraft"","
"1990,""Energieumwandlung - Gaswerke"",""Elektrizität"","
"1990,""Energieumwandlung - Gaswerke"",""Erdölprodukte"",-340"
"1990,""Energieumwandlung - Gaswerke"",""Fernwärme"","
"1990,""Energieumwandlung - Gaswerke"",""Gas"",290"
"1990,""Energieumwandlung - Gaswerke"",""Holzenergie"","
"1990,""Energieumwandlung - Gaswerke"",""Kernbrennstoffe"","
"1990,""Energieumwandlung - Gaswerke"",""Kohle"","
"1990,""Energieumwandlung - Gaswerke"",""Müll und Industrieabfälle"","
"1990,""Energieumwandlung - Gaswerke"",""Rohöl"","
"1990,""Energieumwandlung - Gaswerke"",""Uebrige erneuerbare Energien"","
"1990,""Energieumwandlung - Gaswerke"",""Wasserkraft"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Elektrizität"",80270"
"1990,""Energieumwandlung - Kernkraftwerke"",""Erdölprodukte"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Fernwärme"",890"
"1990,""Energieumwandlung - Kernkraftwerke"",""Gas"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Holzenergie"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Kernbrennstoffe"",-243250"
"1990,""Energieumwandlung - Kernkraftwerke"",""Kohle"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Müll und Industrieabfälle"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Rohöl"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Uebrige erneuerbare Energien"","
"1990,""Energieumwandlung - Kernkraftwerke"",""Wasserkraft"","
"1990,""Energieumwandlung - Raffinerien"",""Elektrizität"","
"1990,""Energieumwandlung - Raffinerien"",""Erdölprodukte"",129690"
"1990,""Energieumwandlung - Raffinerien"",""Fernwärme"","
"1990,""Energieumwandlung - Raffinerien"",""Gas"","
"1990,""Energieumwandlung - Raffinerien"",""Holzenergie"","
"1990,""Energieumwandlung - Raffinerien"",""Kernbrennstoffe"","
"1990,""Energieumwandlung - Raffinerien"",""Kohle"","
"1990,""Energieumwandlung - Raffinerien"",""Müll und Industrieabfälle"","
"1990,""Energieumwandlung - Raffinerien"",""Rohöl"",-130680"
"1990,""Energieumwandlung - Raffinerien"",""Uebrige erneuerbare Energien"","
"1990,""Energieumwandlung - Raffinerien"",""Wasserkraft"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Elektrizität"",110430"
"1990,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"1990,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-110430"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",3650"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-4190"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",10580"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-4270"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",0"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",-530"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-14520"
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"1990,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"1990,""Export"",""Elektrizität"",-89670"
"1990,""Export"",""Erdölprodukte"",-7140"
"1990,""Export"",""Fernwärme"","
"1990,""Export"",""Gas"","
"1990,""Export"",""Holzenergie"",-100"
"1990,""Export"",""Kernbrennstoffe"","
"1990,""Export"",""Kohle"",-360"
"1990,""Export"",""Müll und Industrieabfälle"","
"1990,""Export"",""Rohöl"","
"1990,""Export"",""Uebrige erneuerbare Energien"","
"1990,""Export"",""Wasserkraft"","
"1990,""Import"",""Elektrizität"",82080"
"1990,""Import"",""Erdölprodukte"",416640"
"1990,""Import"",""Fernwärme"","
"1990,""Import"",""Gas"",68180"
"1990,""Import"",""Holzenergie"",370"
"1990,""Import"",""Kernbrennstoffe"",243250"
"1990,""Import"",""Kohle"",14380"
"1990,""Import"",""Müll und Industrieabfälle"","
"1990,""Import"",""Rohöl"",133140"
"1990,""Import"",""Uebrige erneuerbare Energien"","
"1990,""Import"",""Wasserkraft"","
"1990,""Inlandproduktion"",""Elektrizität"","
"1990,""Inlandproduktion"",""Erdölprodukte"","
"1990,""Inlandproduktion"",""Fernwärme"","
"1990,""Inlandproduktion"",""Gas"",130"
"1990,""Inlandproduktion"",""Holzenergie"",28420"
"1990,""Inlandproduktion"",""Kernbrennstoffe"","
"1990,""Inlandproduktion"",""Kohle"",0"
"1990,""Inlandproduktion"",""Müll und Industrieabfälle"",23200"
"1990,""Inlandproduktion"",""Rohöl"",0"
"1990,""Inlandproduktion"",""Uebrige erneuerbare Energien"",4580"
"1990,""Inlandproduktion"",""Wasserkraft"",110430"
"1990,""Lagerveränderung"",""Elektrizität"","
"1990,""Lagerveränderung"",""Erdölprodukte"",-7920"
"1990,""Lagerveränderung"",""Fernwärme"","
"1990,""Lagerveränderung"",""Gas"","
"1990,""Lagerveränderung"",""Holzenergie"","
"1990,""Lagerveränderung"",""Kernbrennstoffe"","
"1990,""Lagerveränderung"",""Kohle"",870"
"1990,""Lagerveränderung"",""Müll und Industrieabfälle"","
"1990,""Lagerveränderung"",""Rohöl"",-2460"
"1990,""Lagerveränderung"",""Uebrige erneuerbare Energien"","
"1990,""Lagerveränderung"",""Wasserkraft"","
"1990,""Nichtenergetischer Verbrauch"",""Elektrizität"","
"1990,""Nichtenergetischer Verbrauch"",""Erdölprodukte"",-24030"
"1990,""Nichtenergetischer Verbrauch"",""Fernwärme"","
"1990,""Nichtenergetischer Verbrauch"",""Gas"","
"1990,""Nichtenergetischer Verbrauch"",""Holzenergie"","
"1990,""Nichtenergetischer Verbrauch"",""Kernbrennstoffe"","
"1990,""Nichtenergetischer Verbrauch"",""Kohle"","
"1990,""Nichtenergetischer Verbrauch"",""Müll und Industrieabfälle"","
"1990,""Nichtenergetischer Verbrauch"",""Rohöl"","
"1990,""Nichtenergetischer Verbrauch"",""Uebrige erneuerbare Energien"","
"1990,""Nichtenergetischer Verbrauch"",""Wasserkraft"","
"1991,""Bruttoverbrauch"",""Elektrizität"",-10060"
"1991,""Bruttoverbrauch"",""Erdölprodukte"",360490"
"1991,""Bruttoverbrauch"",""Fernwärme"","
"1991,""Bruttoverbrauch"",""Gas"",76680"
"1991,""Bruttoverbrauch"",""Holzenergie"",31610"
"1991,""Bruttoverbrauch"",""Kernbrennstoffe"",236230"
"1991,""Bruttoverbrauch"",""Kohle"",12650"
"1991,""Bruttoverbrauch"",""Müll und Industrieabfälle"",24430"
"1991,""Bruttoverbrauch"",""Rohöl"",200520"
"1991,""Bruttoverbrauch"",""Uebrige erneuerbare Energien"",5140"
"1991,""Bruttoverbrauch"",""Wasserkraft"",119100"
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Elektrizität"",-20510"
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Erdölprodukte"",-8660"
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Fernwärme"",-1170"
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Gas"",-180"
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Holzenergie"","
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kernbrennstoffe"","
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kohle"","
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Müll und Industrieabfälle"","
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Rohöl"","
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Uebrige erneuerbare Energien"","
"1991,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Wasserkraft"","
"1991,""Endverbrauch - Dienstleistungen"",""Elektrizität"",46920"
"1991,""Endverbrauch - Dienstleistungen"",""Erdölprodukte"",64000"
"1991,""Endverbrauch - Dienstleistungen"",""Fernwärme"",4640"
"1991,""Endverbrauch - Dienstleistungen"",""Gas"",17370"
"1991,""Endverbrauch - Dienstleistungen"",""Holzenergie"",3140"
"1991,""Endverbrauch - Dienstleistungen"",""Kernbrennstoffe"","
"1991,""Endverbrauch - Dienstleistungen"",""Kohle"",30"
"1991,""Endverbrauch - Dienstleistungen"",""Müll und Industrieabfälle"",0"
"1991,""Endverbrauch - Dienstleistungen"",""Rohöl"","
"1991,""Endverbrauch - Dienstleistungen"",""Uebrige erneuerbare Energien"",1510"
"1991,""Endverbrauch - Dienstleistungen"",""Wasserkraft"","
"1991,""Endverbrauch - Haushalte"",""Elektrizität"",49850"
"1991,""Endverbrauch - Haushalte"",""Erdölprodukte"",143190"
"1991,""Endverbrauch - Haushalte"",""Fernwärme"",5150"
"1991,""Endverbrauch - Haushalte"",""Gas"",29900"
"1991,""Endverbrauch - Haushalte"",""Holzenergie"",22920"
"1991,""Endverbrauch - Haushalte"",""Kernbrennstoffe"","
"1991,""Endverbrauch - Haushalte"",""Kohle"",750"
"1991,""Endverbrauch - Haushalte"",""Müll und Industrieabfälle"",0"
"1991,""Endverbrauch - Haushalte"",""Rohöl"","
"1991,""Endverbrauch - Haushalte"",""Uebrige erneuerbare Energien"",2750"
"1991,""Endverbrauch - Haushalte"",""Wasserkraft"","
"1991,""Endverbrauch - Industrie"",""Elektrizität"",62120"
"1991,""Endverbrauch - Industrie"",""Erdölprodukte"",50300"
"1991,""Endverbrauch - Industrie"",""Fernwärme"",2300"
"1991,""Endverbrauch - Industrie"",""Gas"",22270"
"1991,""Endverbrauch - Industrie"",""Holzenergie"",5020"
"1991,""Endverbrauch - Industrie"",""Kernbrennstoffe"","
"1991,""Endverbrauch - Industrie"",""Kohle"",11760"
"1991,""Endverbrauch - Industrie"",""Müll und Industrieabfälle"",10740"
"1991,""Endverbrauch - Industrie"",""Rohöl"","
"1991,""Endverbrauch - Industrie"",""Uebrige erneuerbare Energien"",270"
"1991,""Endverbrauch - Industrie"",""Wasserkraft"","
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Elektrizität"",3330"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Erdölprodukte"",4160"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Fernwärme"",0"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Gas"",2010"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Holzenergie"",500"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kernbrennstoffe"","
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kohle"",0"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Müll und Industrieabfälle"",0"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Rohöl"","
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Uebrige erneuerbare Energien"",60"
"1991,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Wasserkraft"","
"1991,""Endverbrauch - Total"",""Elektrizität"",171310"
"1991,""Endverbrauch - Total"",""Erdölprodukte"",520590"
"1991,""Endverbrauch - Total"",""Fernwärme"",12090"
"1991,""Endverbrauch - Total"",""Gas"",72010"
"1991,""Endverbrauch - Total"",""Holzenergie"",31580"
"1991,""Endverbrauch - Total"",""Kernbrennstoffe"",0"
"1991,""Endverbrauch - Total"",""Kohle"",12540"
"1991,""Endverbrauch - Total"",""Müll und Industrieabfälle"",10740"
"1991,""Endverbrauch - Total"",""Rohöl"",0"
"1991,""Endverbrauch - Total"",""Uebrige erneuerbare Energien"",4590"
"1991,""Endverbrauch - Total"",""Wasserkraft"",0"
"1991,""Endverbrauch - Verkehr"",""Elektrizität"",9090"
"1991,""Endverbrauch - Verkehr"",""Erdölprodukte"",258940"
"1991,""Endverbrauch - Verkehr"",""Fernwärme"","
"1991,""Endverbrauch - Verkehr"",""Gas"",460"
"1991,""Endverbrauch - Verkehr"",""Holzenergie"","
"1991,""Endverbrauch - Verkehr"",""Kernbrennstoffe"","
"1991,""Endverbrauch - Verkehr"",""Kohle"","
"1991,""Endverbrauch - Verkehr"",""Müll und Industrieabfälle"","
"1991,""Endverbrauch - Verkehr"",""Rohöl"","
"1991,""Endverbrauch - Verkehr"",""Uebrige erneuerbare Energien"","
"1991,""Endverbrauch - Verkehr"",""Wasserkraft"","
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Elektrizität"",340"
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Erdölprodukte"","
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Fernwärme"",0"
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Gas"",0"
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Holzenergie"",-30"
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Kernbrennstoffe"","
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Kohle"","
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Müll und Industrieabfälle"","
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Rohöl"","
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Uebrige erneuerbare Energien"",-550"
"1991,""Energieumwandlung - Diverse Erneuerbare"",""Wasserkraft"","
"1991,""Energieumwandlung - Gaswerke"",""Elektrizität"","
"1991,""Energieumwandlung - Gaswerke"",""Erdölprodukte"",-250"
"1991,""Energieumwandlung - Gaswerke"",""Fernwärme"","
"1991,""Energieumwandlung - Gaswerke"",""Gas"",220"
"1991,""Energieumwandlung - Gaswerke"",""Holzenergie"","
"1991,""Energieumwandlung - Gaswerke"",""Kernbrennstoffe"","
"1991,""Energieumwandlung - Gaswerke"",""Kohle"","
"1991,""Energieumwandlung - Gaswerke"",""Müll und Industrieabfälle"","
"1991,""Energieumwandlung - Gaswerke"",""Rohöl"","
"1991,""Energieumwandlung - Gaswerke"",""Uebrige erneuerbare Energien"","
"1991,""Energieumwandlung - Gaswerke"",""Wasserkraft"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Elektrizität"",77950"
"1991,""Energieumwandlung - Kernkraftwerke"",""Erdölprodukte"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Fernwärme"",910"
"1991,""Energieumwandlung - Kernkraftwerke"",""Gas"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Holzenergie"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Kernbrennstoffe"",-236230"
"1991,""Energieumwandlung - Kernkraftwerke"",""Kohle"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Müll und Industrieabfälle"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Rohöl"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Uebrige erneuerbare Energien"","
"1991,""Energieumwandlung - Kernkraftwerke"",""Wasserkraft"","
"1991,""Energieumwandlung - Raffinerien"",""Elektrizität"","
"1991,""Energieumwandlung - Raffinerien"",""Erdölprodukte"",199610"
"1991,""Energieumwandlung - Raffinerien"",""Fernwärme"","
"1991,""Energieumwandlung - Raffinerien"",""Gas"","
"1991,""Energieumwandlung - Raffinerien"",""Holzenergie"","
"1991,""Energieumwandlung - Raffinerien"",""Kernbrennstoffe"","
"1991,""Energieumwandlung - Raffinerien"",""Kohle"","
"1991,""Energieumwandlung - Raffinerien"",""Müll und Industrieabfälle"","
"1991,""Energieumwandlung - Raffinerien"",""Rohöl"",-200520"
"1991,""Energieumwandlung - Raffinerien"",""Uebrige erneuerbare Energien"","
"1991,""Energieumwandlung - Raffinerien"",""Wasserkraft"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Elektrizität"",119100"
"1991,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"1991,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-119100"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",4490"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-6820"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",12350"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-4710"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",0"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",-110"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-13690"
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"1991,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"1991,""Export"",""Elektrizität"",-96480"
"1991,""Export"",""Erdölprodukte"",-23120"
"1991,""Export"",""Fernwärme"","
"1991,""Export"",""Gas"","
"1991,""Export"",""Holzenergie"",-320"
"1991,""Export"",""Kernbrennstoffe"","
"1991,""Export"",""Kohle"",-230"
"1991,""Export"",""Müll und Industrieabfälle"","
"1991,""Export"",""Rohöl"","
"1991,""Export"",""Uebrige erneuerbare Energien"","
"1991,""Export"",""Wasserkraft"","
"1991,""Import"",""Elektrizität"",86420"
"1991,""Import"",""Erdölprodukte"",373070"
"1991,""Import"",""Fernwärme"","
"1991,""Import"",""Gas"",76580"
"1991,""Import"",""Holzenergie"",360"
"1991,""Import"",""Kernbrennstoffe"",236230"
"1991,""Import"",""Kohle"",11480"
"1991,""Import"",""Müll und Industrieabfälle"","
"1991,""Import"",""Rohöl"",198920"
"1991,""Import"",""Uebrige erneuerbare Energien"","
"1991,""Import"",""Wasserkraft"","
"1991,""Inlandproduktion"",""Elektrizität"","
"1991,""Inlandproduktion"",""Erdölprodukte"","
"1991,""Inlandproduktion"",""Fernwärme"","
"1991,""Inlandproduktion"",""Gas"",100"
"1991,""Inlandproduktion"",""Holzenergie"",31570"
"1991,""Inlandproduktion"",""Kernbrennstoffe"","
"1991,""Inlandproduktion"",""Kohle"",0"
"1991,""Inlandproduktion"",""Müll und Industrieabfälle"",24430"
"1991,""Inlandproduktion"",""Rohöl"",0"
"1991,""Inlandproduktion"",""Uebrige erneuerbare Energien"",5140"
